idx,src_node_id,src_idx,src_optode_name,src_wl,src_coords_3d,det_node_id,det_idx,det_optode_name,det_coords_3d
1,1,1,A,735,,1,1,1,
2,1,1,A,735,,1,2,2,
3,1,1,A,735,,1,3,3,
4,1,1,A,735,,1,4,4,
5,1,1,A,735,,2,1,1,
6,1,1,A,735,,2,2,2,
7,1,1,A,735,,2,3,3,
8,1,1,A,735,,2,4,4,
9,1,1,A,735,,3,1,1,
10,1,1,A,735,,3,2,2,
11,1,1,A,735,,3,3,3,
12,1,1,A,735,,3,4,4,
13,1,1,A,735,,4,1,1,
14,1,1,A,735,,4,2,2,
15,1,1,A,735,,4,3,3,
16,1,1,A,735,,4,4,4,
17,1,1,A,735,,5,1,1,
18,1,1,A,735,,5,2,2,
19,1,1,A,735,,5,3,3,
20,1,1,A,735,,5,4,4,
21,1,1,A,735,,6,1,1,
22,1,1,A,735,,6,2,2,
23,1,1,A,735,,6,3,3,
24,1,1,A,735,,6,4,4,
25,1,1,A,735,,7,1,1,
26,1,1,A,735,,7,2,2,
27,1,1,A,735,,7,3,3,
28,1,1,A,735,,7,4,4,
29,1,1,A,735,,8,1,1,
30,1,1,A,735,,8,2,2,
31,1,1,A,735,,8,3,3,
32,1,1,A,735,,8,4,4,
33,1,1,A,735,,9,1,1,
34,1,1,A,735,,9,2,2,
35,1,1,A,735,,9,3,3,
36,1,1,A,735,,9,4,4,
37,1,1,A,735,,10,1,1,
38,1,1,A,735,,10,2,2,
39,1,1,A,735,,10,3,3,
40,1,1,A,735,,10,4,4,
41,1,1,A,735,,11,1,1,
42,1,1,A,735,,11,2,2,
43,1,1,A,735,,11,3,3,
44,1,1,A,735,,11,4,4,
45,1,1,A,735,,12,1,1,
46,1,1,A,735,,12,2,2,
47,1,1,A,735,,12,3,3,
48,1,1,A,735,,12,4,4,
49,1,2,B,735,,1,1,1,
50,1,2,B,735,,1,2,2,
51,1,2,B,735,,1,3,3,
52,1,2,B,735,,1,4,4,
53,1,2,B,735,,2,1,1,
54,1,2,B,735,,2,2,2,
55,1,2,B,735,,2,3,3,
56,1,2,B,735,,2,4,4,
57,1,2,B,735,,3,1,1,
58,1,2,B,735,,3,2,2,
59,1,2,B,735,,3,3,3,
60,1,2,B,735,,3,4,4,
61,1,2,B,735,,4,1,1,
62,1,2,B,735,,4,2,2,
63,1,2,B,735,,4,3,3,
64,1,2,B,735,,4,4,4,
65,1,2,B,735,,5,1,1,
66,1,2,B,735,,5,2,2,
67,1,2,B,735,,5,3,3,
68,1,2,B,735,,5,4,4,
69,1,2,B,735,,6,1,1,
70,1,2,B,735,,6,2,2,
71,1,2,B,735,,6,3,3,
72,1,2,B,735,,6,4,4,
73,1,2,B,735,,7,1,1,
74,1,2,B,735,,7,2,2,
75,1,2,B,735,,7,3,3,
76,1,2,B,735,,7,4,4,
77,1,2,B,735,,8,1,1,
78,1,2,B,735,,8,2,2,
79,1,2,B,735,,8,3,3,
80,1,2,B,735,,8,4,4,
81,1,2,B,735,,9,1,1,
82,1,2,B,735,,9,2,2,
83,1,2,B,735,,9,3,3,
84,1,2,B,735,,9,4,4,
85,1,2,B,735,,10,1,1,
86,1,2,B,735,,10,2,2,
87,1,2,B,735,,10,3,3,
88,1,2,B,735,,10,4,4,
89,1,2,B,735,,11,1,1,
90,1,2,B,735,,11,2,2,
91,1,2,B,735,,11,3,3,
92,1,2,B,735,,11,4,4,
93,1,2,B,735,,12,1,1,
94,1,2,B,735,,12,2,2,
95,1,2,B,735,,12,3,3,
96,1,2,B,735,,12,4,4,
97,1,3,C,735,,1,1,1,
98,1,3,C,735,,1,2,2,
99,1,3,C,735,,1,3,3,
100,1,3,C,735,,1,4,4,
101,1,3,C,735,,2,1,1,
102,1,3,C,735,,2,2,2,
103,1,3,C,735,,2,3,3,
104,1,3,C,735,,2,4,4,
105,1,3,C,735,,3,1,1,
106,1,3,C,735,,3,2,2,
107,1,3,C,735,,3,3,3,
108,1,3,C,735,,3,4,4,
109,1,3,C,735,,4,1,1,
110,1,3,C,735,,4,2,2,
111,1,3,C,735,,4,3,3,
112,1,3,C,735,,4,4,4,
113,1,3,C,735,,5,1,1,
114,1,3,C,735,,5,2,2,
115,1,3,C,735,,5,3,3,
116,1,3,C,735,,5,4,4,
117,1,3,C,735,,6,1,1,
118,1,3,C,735,,6,2,2,
119,1,3,C,735,,6,3,3,
120,1,3,C,735,,6,4,4,
121,1,3,C,735,,7,1,1,
122,1,3,C,735,,7,2,2,
123,1,3,C,735,,7,3,3,
124,1,3,C,735,,7,4,4,
125,1,3,C,735,,8,1,1,
126,1,3,C,735,,8,2,2,
127,1,3,C,735,,8,3,3,
128,1,3,C,735,,8,4,4,
129,1,3,C,735,,9,1,1,
130,1,3,C,735,,9,2,2,
131,1,3,C,735,,9,3,3,
132,1,3,C,735,,9,4,4,
133,1,3,C,735,,10,1,1,
134,1,3,C,735,,10,2,2,
135,1,3,C,735,,10,3,3,
136,1,3,C,735,,10,4,4,
137,1,3,C,735,,11,1,1,
138,1,3,C,735,,11,2,2,
139,1,3,C,735,,11,3,3,
140,1,3,C,735,,11,4,4,
141,1,3,C,735,,12,1,1,
142,1,3,C,735,,12,2,2,
143,1,3,C,735,,12,3,3,
144,1,3,C,735,,12,4,4,
145,1,4,A,850,,1,1,1,
146,1,4,A,850,,1,2,2,
147,1,4,A,850,,1,3,3,
148,1,4,A,850,,1,4,4,
149,1,4,A,850,,2,1,1,
150,1,4,A,850,,2,2,2,
151,1,4,A,850,,2,3,3,
152,1,4,A,850,,2,4,4,
153,1,4,A,850,,3,1,1,
154,1,4,A,850,,3,2,2,
155,1,4,A,850,,3,3,3,
156,1,4,A,850,,3,4,4,
157,1,4,A,850,,4,1,1,
158,1,4,A,850,,4,2,2,
159,1,4,A,850,,4,3,3,
160,1,4,A,850,,4,4,4,
161,1,4,A,850,,5,1,1,
162,1,4,A,850,,5,2,2,
163,1,4,A,850,,5,3,3,
164,1,4,A,850,,5,4,4,
165,1,4,A,850,,6,1,1,
166,1,4,A,850,,6,2,2,
167,1,4,A,850,,6,3,3,
168,1,4,A,850,,6,4,4,
169,1,4,A,850,,7,1,1,
170,1,4,A,850,,7,2,2,
171,1,4,A,850,,7,3,3,
172,1,4,A,850,,7,4,4,
173,1,4,A,850,,8,1,1,
174,1,4,A,850,,8,2,2,
175,1,4,A,850,,8,3,3,
176,1,4,A,850,,8,4,4,
177,1,4,A,850,,9,1,1,
178,1,4,A,850,,9,2,2,
179,1,4,A,850,,9,3,3,
180,1,4,A,850,,9,4,4,
181,1,4,A,850,,10,1,1,
182,1,4,A,850,,10,2,2,
183,1,4,A,850,,10,3,3,
184,1,4,A,850,,10,4,4,
185,1,4,A,850,,11,1,1,
186,1,4,A,850,,11,2,2,
187,1,4,A,850,,11,3,3,
188,1,4,A,850,,11,4,4,
189,1,4,A,850,,12,1,1,
190,1,4,A,850,,12,2,2,
191,1,4,A,850,,12,3,3,
192,1,4,A,850,,12,4,4,
193,1,5,B,850,,1,1,1,
194,1,5,B,850,,1,2,2,
195,1,5,B,850,,1,3,3,
196,1,5,B,850,,1,4,4,
197,1,5,B,850,,2,1,1,
198,1,5,B,850,,2,2,2,
199,1,5,B,850,,2,3,3,
200,1,5,B,850,,2,4,4,
201,1,5,B,850,,3,1,1,
202,1,5,B,850,,3,2,2,
203,1,5,B,850,,3,3,3,
204,1,5,B,850,,3,4,4,
205,1,5,B,850,,4,1,1,
206,1,5,B,850,,4,2,2,
207,1,5,B,850,,4,3,3,
208,1,5,B,850,,4,4,4,
209,1,5,B,850,,5,1,1,
210,1,5,B,850,,5,2,2,
211,1,5,B,850,,5,3,3,
212,1,5,B,850,,5,4,4,
213,1,5,B,850,,6,1,1,
214,1,5,B,850,,6,2,2,
215,1,5,B,850,,6,3,3,
216,1,5,B,850,,6,4,4,
217,1,5,B,850,,7,1,1,
218,1,5,B,850,,7,2,2,
219,1,5,B,850,,7,3,3,
220,1,5,B,850,,7,4,4,
221,1,5,B,850,,8,1,1,
222,1,5,B,850,,8,2,2,
223,1,5,B,850,,8,3,3,
224,1,5,B,850,,8,4,4,
225,1,5,B,850,,9,1,1,
226,1,5,B,850,,9,2,2,
227,1,5,B,850,,9,3,3,
228,1,5,B,850,,9,4,4,
229,1,5,B,850,,10,1,1,
230,1,5,B,850,,10,2,2,
231,1,5,B,850,,10,3,3,
232,1,5,B,850,,10,4,4,
233,1,5,B,850,,11,1,1,
234,1,5,B,850,,11,2,2,
235,1,5,B,850,,11,3,3,
236,1,5,B,850,,11,4,4,
237,1,5,B,850,,12,1,1,
238,1,5,B,850,,12,2,2,
239,1,5,B,850,,12,3,3,
240,1,5,B,850,,12,4,4,
241,1,6,C,850,,1,1,1,
242,1,6,C,850,,1,2,2,
243,1,6,C,850,,1,3,3,
244,1,6,C,850,,1,4,4,
245,1,6,C,850,,2,1,1,
246,1,6,C,850,,2,2,2,
247,1,6,C,850,,2,3,3,
248,1,6,C,850,,2,4,4,
249,1,6,C,850,,3,1,1,
250,1,6,C,850,,3,2,2,
251,1,6,C,850,,3,3,3,
252,1,6,C,850,,3,4,4,
253,1,6,C,850,,4,1,1,
254,1,6,C,850,,4,2,2,
255,1,6,C,850,,4,3,3,
256,1,6,C,850,,4,4,4,
257,1,6,C,850,,5,1,1,
258,1,6,C,850,,5,2,2,
259,1,6,C,850,,5,3,3,
260,1,6,C,850,,5,4,4,
261,1,6,C,850,,6,1,1,
262,1,6,C,850,,6,2,2,
263,1,6,C,850,,6,3,3,
264,1,6,C,850,,6,4,4,
265,1,6,C,850,,7,1,1,
266,1,6,C,850,,7,2,2,
267,1,6,C,850,,7,3,3,
268,1,6,C,850,,7,4,4,
269,1,6,C,850,,8,1,1,
270,1,6,C,850,,8,2,2,
271,1,6,C,850,,8,3,3,
272,1,6,C,850,,8,4,4,
273,1,6,C,850,,9,1,1,
274,1,6,C,850,,9,2,2,
275,1,6,C,850,,9,3,3,
276,1,6,C,850,,9,4,4,
277,1,6,C,850,,10,1,1,
278,1,6,C,850,,10,2,2,
279,1,6,C,850,,10,3,3,
280,1,6,C,850,,10,4,4,
281,1,6,C,850,,11,1,1,
282,1,6,C,850,,11,2,2,
283,1,6,C,850,,11,3,3,
284,1,6,C,850,,11,4,4,
285,1,6,C,850,,12,1,1,
286,1,6,C,850,,12,2,2,
287,1,6,C,850,,12,3,3,
288,1,6,C,850,,12,4,4,
289,2,1,A,735,,1,1,1,
290,2,1,A,735,,1,2,2,
291,2,1,A,735,,1,3,3,
292,2,1,A,735,,1,4,4,
293,2,1,A,735,,2,1,1,
294,2,1,A,735,,2,2,2,
295,2,1,A,735,,2,3,3,
296,2,1,A,735,,2,4,4,
297,2,1,A,735,,3,1,1,
298,2,1,A,735,,3,2,2,
299,2,1,A,735,,3,3,3,
300,2,1,A,735,,3,4,4,
301,2,1,A,735,,4,1,1,
302,2,1,A,735,,4,2,2,
303,2,1,A,735,,4,3,3,
304,2,1,A,735,,4,4,4,
305,2,1,A,735,,5,1,1,
306,2,1,A,735,,5,2,2,
307,2,1,A,735,,5,3,3,
308,2,1,A,735,,5,4,4,
309,2,1,A,735,,6,1,1,
310,2,1,A,735,,6,2,2,
311,2,1,A,735,,6,3,3,
312,2,1,A,735,,6,4,4,
313,2,1,A,735,,7,1,1,
314,2,1,A,735,,7,2,2,
315,2,1,A,735,,7,3,3,
316,2,1,A,735,,7,4,4,
317,2,1,A,735,,8,1,1,
318,2,1,A,735,,8,2,2,
319,2,1,A,735,,8,3,3,
320,2,1,A,735,,8,4,4,
321,2,1,A,735,,9,1,1,
322,2,1,A,735,,9,2,2,
323,2,1,A,735,,9,3,3,
324,2,1,A,735,,9,4,4,
325,2,1,A,735,,10,1,1,
326,2,1,A,735,,10,2,2,
327,2,1,A,735,,10,3,3,
328,2,1,A,735,,10,4,4,
329,2,1,A,735,,11,1,1,
330,2,1,A,735,,11,2,2,
331,2,1,A,735,,11,3,3,
332,2,1,A,735,,11,4,4,
333,2,1,A,735,,12,1,1,
334,2,1,A,735,,12,2,2,
335,2,1,A,735,,12,3,3,
336,2,1,A,735,,12,4,4,
337,2,2,B,735,,1,1,1,
338,2,2,B,735,,1,2,2,
339,2,2,B,735,,1,3,3,
340,2,2,B,735,,1,4,4,
341,2,2,B,735,,2,1,1,
342,2,2,B,735,,2,2,2,
343,2,2,B,735,,2,3,3,
344,2,2,B,735,,2,4,4,
345,2,2,B,735,,3,1,1,
346,2,2,B,735,,3,2,2,
347,2,2,B,735,,3,3,3,
348,2,2,B,735,,3,4,4,
349,2,2,B,735,,4,1,1,
350,2,2,B,735,,4,2,2,
351,2,2,B,735,,4,3,3,
352,2,2,B,735,,4,4,4,
353,2,2,B,735,,5,1,1,
354,2,2,B,735,,5,2,2,
355,2,2,B,735,,5,3,3,
356,2,2,B,735,,5,4,4,
357,2,2,B,735,,6,1,1,
358,2,2,B,735,,6,2,2,
359,2,2,B,735,,6,3,3,
360,2,2,B,735,,6,4,4,
361,2,2,B,735,,7,1,1,
362,2,2,B,735,,7,2,2,
363,2,2,B,735,,7,3,3,
364,2,2,B,735,,7,4,4,
365,2,2,B,735,,8,1,1,
366,2,2,B,735,,8,2,2,
367,2,2,B,735,,8,3,3,
368,2,2,B,735,,8,4,4,
369,2,2,B,735,,9,1,1,
370,2,2,B,735,,9,2,2,
371,2,2,B,735,,9,3,3,
372,2,2,B,735,,9,4,4,
373,2,2,B,735,,10,1,1,
374,2,2,B,735,,10,2,2,
375,2,2,B,735,,10,3,3,
376,2,2,B,735,,10,4,4,
377,2,2,B,735,,11,1,1,
378,2,2,B,735,,11,2,2,
379,2,2,B,735,,11,3,3,
380,2,2,B,735,,11,4,4,
381,2,2,B,735,,12,1,1,
382,2,2,B,735,,12,2,2,
383,2,2,B,735,,12,3,3,
384,2,2,B,735,,12,4,4,
385,2,3,C,735,,1,1,1,
386,2,3,C,735,,1,2,2,
387,2,3,C,735,,1,3,3,
388,2,3,C,735,,1,4,4,
389,2,3,C,735,,2,1,1,
390,2,3,C,735,,2,2,2,
391,2,3,C,735,,2,3,3,
392,2,3,C,735,,2,4,4,
393,2,3,C,735,,3,1,1,
394,2,3,C,735,,3,2,2,
395,2,3,C,735,,3,3,3,
396,2,3,C,735,,3,4,4,
397,2,3,C,735,,4,1,1,
398,2,3,C,735,,4,2,2,
399,2,3,C,735,,4,3,3,
400,2,3,C,735,,4,4,4,
401,2,3,C,735,,5,1,1,
402,2,3,C,735,,5,2,2,
403,2,3,C,735,,5,3,3,
404,2,3,C,735,,5,4,4,
405,2,3,C,735,,6,1,1,
406,2,3,C,735,,6,2,2,
407,2,3,C,735,,6,3,3,
408,2,3,C,735,,6,4,4,
409,2,3,C,735,,7,1,1,
410,2,3,C,735,,7,2,2,
411,2,3,C,735,,7,3,3,
412,2,3,C,735,,7,4,4,
413,2,3,C,735,,8,1,1,
414,2,3,C,735,,8,2,2,
415,2,3,C,735,,8,3,3,
416,2,3,C,735,,8,4,4,
417,2,3,C,735,,9,1,1,
418,2,3,C,735,,9,2,2,
419,2,3,C,735,,9,3,3,
420,2,3,C,735,,9,4,4,
421,2,3,C,735,,10,1,1,
422,2,3,C,735,,10,2,2,
423,2,3,C,735,,10,3,3,
424,2,3,C,735,,10,4,4,
425,2,3,C,735,,11,1,1,
426,2,3,C,735,,11,2,2,
427,2,3,C,735,,11,3,3,
428,2,3,C,735,,11,4,4,
429,2,3,C,735,,12,1,1,
430,2,3,C,735,,12,2,2,
431,2,3,C,735,,12,3,3,
432,2,3,C,735,,12,4,4,
433,2,4,A,850,,1,1,1,
434,2,4,A,850,,1,2,2,
435,2,4,A,850,,1,3,3,
436,2,4,A,850,,1,4,4,
437,2,4,A,850,,2,1,1,
438,2,4,A,850,,2,2,2,
439,2,4,A,850,,2,3,3,
440,2,4,A,850,,2,4,4,
441,2,4,A,850,,3,1,1,
442,2,4,A,850,,3,2,2,
443,2,4,A,850,,3,3,3,
444,2,4,A,850,,3,4,4,
445,2,4,A,850,,4,1,1,
446,2,4,A,850,,4,2,2,
447,2,4,A,850,,4,3,3,
448,2,4,A,850,,4,4,4,
449,2,4,A,850,,5,1,1,
450,2,4,A,850,,5,2,2,
451,2,4,A,850,,5,3,3,
452,2,4,A,850,,5,4,4,
453,2,4,A,850,,6,1,1,
454,2,4,A,850,,6,2,2,
455,2,4,A,850,,6,3,3,
456,2,4,A,850,,6,4,4,
457,2,4,A,850,,7,1,1,
458,2,4,A,850,,7,2,2,
459,2,4,A,850,,7,3,3,
460,2,4,A,850,,7,4,4,
461,2,4,A,850,,8,1,1,
462,2,4,A,850,,8,2,2,
463,2,4,A,850,,8,3,3,
464,2,4,A,850,,8,4,4,
465,2,4,A,850,,9,1,1,
466,2,4,A,850,,9,2,2,
467,2,4,A,850,,9,3,3,
468,2,4,A,850,,9,4,4,
469,2,4,A,850,,10,1,1,
470,2,4,A,850,,10,2,2,
471,2,4,A,850,,10,3,3,
472,2,4,A,850,,10,4,4,
473,2,4,A,850,,11,1,1,
474,2,4,A,850,,11,2,2,
475,2,4,A,850,,11,3,3,
476,2,4,A,850,,11,4,4,
477,2,4,A,850,,12,1,1,
478,2,4,A,850,,12,2,2,
479,2,4,A,850,,12,3,3,
480,2,4,A,850,,12,4,4,
481,2,5,B,850,,1,1,1,
482,2,5,B,850,,1,2,2,
483,2,5,B,850,,1,3,3,
484,2,5,B,850,,1,4,4,
485,2,5,B,850,,2,1,1,
486,2,5,B,850,,2,2,2,
487,2,5,B,850,,2,3,3,
488,2,5,B,850,,2,4,4,
489,2,5,B,850,,3,1,1,
490,2,5,B,850,,3,2,2,
491,2,5,B,850,,3,3,3,
492,2,5,B,850,,3,4,4,
493,2,5,B,850,,4,1,1,
494,2,5,B,850,,4,2,2,
495,2,5,B,850,,4,3,3,
496,2,5,B,850,,4,4,4,
497,2,5,B,850,,5,1,1,
498,2,5,B,850,,5,2,2,
499,2,5,B,850,,5,3,3,
500,2,5,B,850,,5,4,4,
501,2,5,B,850,,6,1,1,
502,2,5,B,850,,6,2,2,
503,2,5,B,850,,6,3,3,
504,2,5,B,850,,6,4,4,
505,2,5,B,850,,7,1,1,
506,2,5,B,850,,7,2,2,
507,2,5,B,850,,7,3,3,
508,2,5,B,850,,7,4,4,
509,2,5,B,850,,8,1,1,
510,2,5,B,850,,8,2,2,
511,2,5,B,850,,8,3,3,
512,2,5,B,850,,8,4,4,
513,2,5,B,850,,9,1,1,
514,2,5,B,850,,9,2,2,
515,2,5,B,850,,9,3,3,
516,2,5,B,850,,9,4,4,
517,2,5,B,850,,10,1,1,
518,2,5,B,850,,10,2,2,
519,2,5,B,850,,10,3,3,
520,2,5,B,850,,10,4,4,
521,2,5,B,850,,11,1,1,
522,2,5,B,850,,11,2,2,
523,2,5,B,850,,11,3,3,
524,2,5,B,850,,11,4,4,
525,2,5,B,850,,12,1,1,
526,2,5,B,850,,12,2,2,
527,2,5,B,850,,12,3,3,
528,2,5,B,850,,12,4,4,
529,2,6,C,850,,1,1,1,
530,2,6,C,850,,1,2,2,
531,2,6,C,850,,1,3,3,
532,2,6,C,850,,1,4,4,
533,2,6,C,850,,2,1,1,
534,2,6,C,850,,2,2,2,
535,2,6,C,850,,2,3,3,
536,2,6,C,850,,2,4,4,
537,2,6,C,850,,3,1,1,
538,2,6,C,850,,3,2,2,
539,2,6,C,850,,3,3,3,
540,2,6,C,850,,3,4,4,
541,2,6,C,850,,4,1,1,
542,2,6,C,850,,4,2,2,
543,2,6,C,850,,4,3,3,
544,2,6,C,850,,4,4,4,
545,2,6,C,850,,5,1,1,
546,2,6,C,850,,5,2,2,
547,2,6,C,850,,5,3,3,
548,2,6,C,850,,5,4,4,
549,2,6,C,850,,6,1,1,
550,2,6,C,850,,6,2,2,
551,2,6,C,850,,6,3,3,
552,2,6,C,850,,6,4,4,
553,2,6,C,850,,7,1,1,
554,2,6,C,850,,7,2,2,
555,2,6,C,850,,7,3,3,
556,2,6,C,850,,7,4,4,
557,2,6,C,850,,8,1,1,
558,2,6,C,850,,8,2,2,
559,2,6,C,850,,8,3,3,
560,2,6,C,850,,8,4,4,
561,2,6,C,850,,9,1,1,
562,2,6,C,850,,9,2,2,
563,2,6,C,850,,9,3,3,
564,2,6,C,850,,9,4,4,
565,2,6,C,850,,10,1,1,
566,2,6,C,850,,10,2,2,
567,2,6,C,850,,10,3,3,
568,2,6,C,850,,10,4,4,
569,2,6,C,850,,11,1,1,
570,2,6,C,850,,11,2,2,
571,2,6,C,850,,11,3,3,
572,2,6,C,850,,11,4,4,
573,2,6,C,850,,12,1,1,
574,2,6,C,850,,12,2,2,
575,2,6,C,850,,12,3,3,
576,2,6,C,850,,12,4,4,
577,3,1,A,735,,1,1,1,
578,3,1,A,735,,1,2,2,
579,3,1,A,735,,1,3,3,
580,3,1,A,735,,1,4,4,
581,3,1,A,735,,2,1,1,
582,3,1,A,735,,2,2,2,
583,3,1,A,735,,2,3,3,
584,3,1,A,735,,2,4,4,
585,3,1,A,735,,3,1,1,
586,3,1,A,735,,3,2,2,
587,3,1,A,735,,3,3,3,
588,3,1,A,735,,3,4,4,
589,3,1,A,735,,4,1,1,
590,3,1,A,735,,4,2,2,
591,3,1,A,735,,4,3,3,
592,3,1,A,735,,4,4,4,
593,3,1,A,735,,5,1,1,
594,3,1,A,735,,5,2,2,
595,3,1,A,735,,5,3,3,
596,3,1,A,735,,5,4,4,
597,3,1,A,735,,6,1,1,
598,3,1,A,735,,6,2,2,
599,3,1,A,735,,6,3,3,
600,3,1,A,735,,6,4,4,
601,3,1,A,735,,7,1,1,
602,3,1,A,735,,7,2,2,
603,3,1,A,735,,7,3,3,
604,3,1,A,735,,7,4,4,
605,3,1,A,735,,8,1,1,
606,3,1,A,735,,8,2,2,
607,3,1,A,735,,8,3,3,
608,3,1,A,735,,8,4,4,
609,3,1,A,735,,9,1,1,
610,3,1,A,735,,9,2,2,
611,3,1,A,735,,9,3,3,
612,3,1,A,735,,9,4,4,
613,3,1,A,735,,10,1,1,
614,3,1,A,735,,10,2,2,
615,3,1,A,735,,10,3,3,
616,3,1,A,735,,10,4,4,
617,3,1,A,735,,11,1,1,
618,3,1,A,735,,11,2,2,
619,3,1,A,735,,11,3,3,
620,3,1,A,735,,11,4,4,
621,3,1,A,735,,12,1,1,
622,3,1,A,735,,12,2,2,
623,3,1,A,735,,12,3,3,
624,3,1,A,735,,12,4,4,
625,3,2,B,735,,1,1,1,
626,3,2,B,735,,1,2,2,
627,3,2,B,735,,1,3,3,
628,3,2,B,735,,1,4,4,
629,3,2,B,735,,2,1,1,
630,3,2,B,735,,2,2,2,
631,3,2,B,735,,2,3,3,
632,3,2,B,735,,2,4,4,
633,3,2,B,735,,3,1,1,
634,3,2,B,735,,3,2,2,
635,3,2,B,735,,3,3,3,
636,3,2,B,735,,3,4,4,
637,3,2,B,735,,4,1,1,
638,3,2,B,735,,4,2,2,
639,3,2,B,735,,4,3,3,
640,3,2,B,735,,4,4,4,
641,3,2,B,735,,5,1,1,
642,3,2,B,735,,5,2,2,
643,3,2,B,735,,5,3,3,
644,3,2,B,735,,5,4,4,
645,3,2,B,735,,6,1,1,
646,3,2,B,735,,6,2,2,
647,3,2,B,735,,6,3,3,
648,3,2,B,735,,6,4,4,
649,3,2,B,735,,7,1,1,
650,3,2,B,735,,7,2,2,
651,3,2,B,735,,7,3,3,
652,3,2,B,735,,7,4,4,
653,3,2,B,735,,8,1,1,
654,3,2,B,735,,8,2,2,
655,3,2,B,735,,8,3,3,
656,3,2,B,735,,8,4,4,
657,3,2,B,735,,9,1,1,
658,3,2,B,735,,9,2,2,
659,3,2,B,735,,9,3,3,
660,3,2,B,735,,9,4,4,
661,3,2,B,735,,10,1,1,
662,3,2,B,735,,10,2,2,
663,3,2,B,735,,10,3,3,
664,3,2,B,735,,10,4,4,
665,3,2,B,735,,11,1,1,
666,3,2,B,735,,11,2,2,
667,3,2,B,735,,11,3,3,
668,3,2,B,735,,11,4,4,
669,3,2,B,735,,12,1,1,
670,3,2,B,735,,12,2,2,
671,3,2,B,735,,12,3,3,
672,3,2,B,735,,12,4,4,
673,3,3,C,735,,1,1,1,
674,3,3,C,735,,1,2,2,
675,3,3,C,735,,1,3,3,
676,3,3,C,735,,1,4,4,
677,3,3,C,735,,2,1,1,
678,3,3,C,735,,2,2,2,
679,3,3,C,735,,2,3,3,
680,3,3,C,735,,2,4,4,
681,3,3,C,735,,3,1,1,
682,3,3,C,735,,3,2,2,
683,3,3,C,735,,3,3,3,
684,3,3,C,735,,3,4,4,
685,3,3,C,735,,4,1,1,
686,3,3,C,735,,4,2,2,
687,3,3,C,735,,4,3,3,
688,3,3,C,735,,4,4,4,
689,3,3,C,735,,5,1,1,
690,3,3,C,735,,5,2,2,
691,3,3,C,735,,5,3,3,
692,3,3,C,735,,5,4,4,
693,3,3,C,735,,6,1,1,
694,3,3,C,735,,6,2,2,
695,3,3,C,735,,6,3,3,
696,3,3,C,735,,6,4,4,
697,3,3,C,735,,7,1,1,
698,3,3,C,735,,7,2,2,
699,3,3,C,735,,7,3,3,
700,3,3,C,735,,7,4,4,
701,3,3,C,735,,8,1,1,
702,3,3,C,735,,8,2,2,
703,3,3,C,735,,8,3,3,
704,3,3,C,735,,8,4,4,
705,3,3,C,735,,9,1,1,
706,3,3,C,735,,9,2,2,
707,3,3,C,735,,9,3,3,
708,3,3,C,735,,9,4,4,
709,3,3,C,735,,10,1,1,
710,3,3,C,735,,10,2,2,
711,3,3,C,735,,10,3,3,
712,3,3,C,735,,10,4,4,
713,3,3,C,735,,11,1,1,
714,3,3,C,735,,11,2,2,
715,3,3,C,735,,11,3,3,
716,3,3,C,735,,11,4,4,
717,3,3,C,735,,12,1,1,
718,3,3,C,735,,12,2,2,
719,3,3,C,735,,12,3,3,
